ts	imei	mwra	p.android.settings	p.system	p.android.gm	p.android.externalstorage	p.android.chrome	p.android.documentsui	p.android.packageinstaller	p.google	p.inputmethod.latin	p.olauncher	p.android.vending	p.android.defcontainer	p.process.gapps	p.katana	p.simulator	p.gms.persistent	p.android.gms	p.browser.provider	p.notifier	p.dogalize
2018-05-07 08:36:00	863033069630348545	0.00000	12.83920	12.06840	14.46425	9.06367	15.06049	16.35625	12.34013	0.01186	31.22915	67.24218	67.69923	78.07013	38.40558	15.03764	48.84678	41.86908	51.67720	9.76147	74.51129	58.39879
2018-05-07 08:37:00	863033069630348909	1.00000	11.09753	13.15340	9.21508	12.19950	16.60119	10.99025	15.53886	0.00210	79.63389	65.77430	43.50485	61.99631	37.67394	71.27606	62.30875	14.59447	72.52519	34.24370	69.75172	37.07297
2018-05-07 08:38:00	863033069630348404	1.00000	11.68412	10.01302	10.73933	11.43639	16.92236	12.54031	7.73034	0.00377	49.24725	88.41954	61.66062	63.57101	87.59883	28.62103	6.05531	3.72033	84.19857	10.51842	35.04546	39.88745
2018-05-07 08:39:00	8630330696303481198	1.00000	14.67431	15.71050	9.04139	15.35338	14.99062	9.27371	10.69536	0.07417	53.62672	33.92454	55.66827	42.18371	32.22915	3.96884	40.12383	76.99841	68.82100	59.15173	9.20632	64.83087
2018-05-07 08:40:00	3590433799317661743	1.00000	10.84377	12.47295	14.28091	3.79363	17.00124	11.01551	8.21022	0.00163	37.27045	76.82507	51.57124	42.00275	4.30738	13.12512	11.64840	30.59900	25.31214	3.69306	79.74029	29.23259
2018-05-07 08:41:00	3590433799317661248	1.00000	12.80844	14.01197	10.73135	14.27066	16.33161	9.15450	15.06278	0.01150	45.32030	56.43102	70.98458	42.43805	92.39753	6.56843	75.66961	44.47629	36.47896	96.07143	72.88130	33.65593
2018-05-07 08:42:00	8630330696303481461	0.00000	13.16204	11.17953	15.03694	9.50983	14.23384	8.91504	14.74583	0.01636	57.97447	53.86562	52.70292	53.42355	3.91418	20.41103	81.02643	84.59744	62.24667	15.65703	83.05207	72.29595
2018-05-07 08:43:00	8630330696303481297	1.00000	14.85390	10.61900	10.87024	15.51790	11.97263	9.88829	16.87652	0.08872	34.97427	72.07936	46.22443	39.90482	40.08056	82.36456	29.13821	66.87184	75.36540	16.50550	57.28878	58.96071
2018-05-07 08:44:00	8630330696303481776	1.00000	12.04806	14.49667	9.88975	14.13739	17.08910	12.93641	15.07787	0.00541	55.10810	63.01341	80.31627	46.29429	61.18571	73.18709	56.65293	27.62346	61.80468	46.38760	78.04130	61.66493
2018-05-07 08:45:00	3590433799317661701	1.00000	8.64036	16.30443	14.27172	16.31347	14.33718	7.85967	16.28934	0.00019	59.96959	55.83248	52.31005	35.71398	53.52480	8.68969	2.84246	54.19922	69.01894	33.30018	72.76016	34.38948
2018-05-07 08:46:00	8630330696303481321	1.00000	13.71283	9.54925	11.20782	8.72446	15.82670	9.48244	10.43895	0.02837	76.77958	59.61243	50.78742	51.55458	1.49252	47.50592	1.23591	7.52023	19.40563	44.74610	44.26766	30.04292
2018-05-07 08:47:00	8630330696303482428	0.00000	14.17766	11.93319	15.01374	10.16197	12.66409	7.74468	14.71541	0.04516	39.45150	52.60092	41.08895	52.78913	18.52662	55.67343	52.11496	64.38369	24.81076	64.56807	81.10808	47.88539
2018-05-07 08:48:00	863033069630348891	1.00000	16.87429	11.43486	10.45064	6.66201	15.28583	10.22310	8.16933	0.66906	54.86460	46.60253	64.02464	81.81017	21.17945	18.60315	9.77374	96.41841	56.81050	20.20798	54.00525	50.71159
2018-05-07 08:49:00	863033069630348024	0.00000	13.86180	16.81784	15.10444	10.58849	14.32170	12.15786	13.93537	0.03292	55.98835	71.09891	42.67590	40.49836	73.86361	47.15536	87.75820	60.66823	39.14004	32.68629	44.42931	13.57414
2018-05-07 08:50:00	359043379931766387	1.00000	12.20238	16.01140	10.99528	14.72857	13.17633	13.81125	15.95694	0.00627	42.29552	61.19974	50.58661	66.57673	45.46766	19.07440	5.11570	83.89108	74.95883	24.93043	30.32907	9.94165
2018-05-07 08:51:00	863033069630348891	0.00000	13.71948	13.64026	14.32483	11.57022	12.14208	10.00714	12.49530	0.02856	62.21897	45.95413	52.17841	44.79053	27.33021	39.53711	59.83358	21.39806	74.04941	79.21662	19.41085	50.74016
2018-05-07 08:52:00	8630330696303481545	1.00000	8.93276	14.16375	12.15857	14.95761	16.63582	9.67908	15.40041	0.00028	54.87614	57.32245	51.82434	56.46151	22.82047	84.41208	93.32382	67.88775	37.22147	94.99861	99.73466	61.36121
2018-05-07 08:53:00	3590433799317661925	1.00000	16.71188	8.31897	7.36395	14.63779	13.79746	13.04690	13.33795	0.56873	78.07375	32.85926	46.04152	48.09918	65.29890	19.78196	31.46944	99.29306	11.17429	67.14942	48.28117	30.49407
2018-05-07 08:54:00	863033069630348487	1.00000	10.65842	12.57411	9.81948	10.65504	13.90794	12.05429	15.13241	0.00136	39.49017	45.94916	28.87787	62.98441	21.03977	60.29710	74.80651	67.45213	90.49265	47.22811	88.08398	5.71372
2018-05-07 08:55:00	8630330696303481636	0.00000	16.43094	15.07779	12.91281	11.42550	17.19837	13.72498	17.34165	0.42944	31.29013	57.14433	51.77202	53.01779	12.36826	60.36217	46.25956	75.20852	86.47824	99.85498	5.24141	65.19895
2018-05-07 08:56:00	359043379931766924	1.00000	13.23910	10.85233	8.79693	9.01217	16.36355	11.91686	6.88186	0.01769	60.81138	61.70607	44.46524	42.01834	54.53793	12.92264	48.40176	14.91634	39.37622	32.52007	36.05604	64.17313
2018-05-07 08:57:00	3590433799317662394	1.00000	10.22788	14.43377	9.92543	15.42252	14.59938	11.83791	15.30095	0.00090	28.97761	41.19142	20.04067	65.15927	42.21383	68.72602	66.79411	73.12967	50.40835	78.04443	21.02845	10.20442
2018-05-07 08:58:00	3590433799317661016	1.00000	12.92847	10.75566	10.58212	8.89009	18.35997	11.14687	8.10708	0.01298	62.16806	50.50957	53.71533	64.08879	22.69373	32.78817	45.69387	21.10030	26.25390	93.35309	82.11719	55.15661
2018-05-07 08:59:00	863033069630348339	1.00000	11.24892	15.68408	13.05047	11.00474	16.85933	12.11937	11.25077	0.00245	65.06782	42.31454	65.42622	54.00545	69.69907	51.93937	49.67315	16.18241	76.69549	30.50376	79.30244	72.07723
2018-05-07 09:00:00	3590433799317661727	0.00000	8.08616	14.28038	10.72774	14.98302	13.03450	11.78213	17.37032	0.00009	45.08584	66.85850	62.93297	45.49269	45.75224	19.57851	59.77318	20.56485	85.64779	48.30112	19.73564	66.71880
2018-05-07 09:01:00	863033069630348479	1.00000	9.88364	14.74874	12.46404	14.37421	15.37777	8.06122	13.20059	0.00061	68.35914	73.95936	60.12000	44.86315	82.41676	69.22864	50.63516	2.45331	87.90708	30.80100	30.98291	3.80450
2018-05-07 09:02:00	3590433799317661420	1.00000	12.44371	14.83377	12.43035	13.81138	11.79743	10.98290	16.27267	0.00800	63.22499	56.26035	37.62869	57.61604	81.99876	71.86205	52.35825	0.18008	69.31900	56.94726	94.77502	49.02836
2018-05-07 09:03:00	8630330696303481677	1.00000	9.88337	17.25626	10.13614	16.26204	13.47232	12.73823	16.60733	0.00064	43.39129	54.51036	64.58184	53.97071	8.88694	42.66121	8.02877	18.39025	93.11265	30.71126	0.14718	32.89982
2018-05-07 09:04:00	863033069630348446	0.00000	14.91382	10.95931	13.83834	6.70519	15.18581	8.86776	13.92781	0.09420	49.49689	57.72379	54.22468	60.21745	36.26393	81.03308	61.91358	72.16358	75.93398	14.98897	81.77448	80.93916
2018-05-07 09:05:00	3590433799317662162	0.00000	8.42175	15.51399	16.01396	13.57020	13.19246	15.46734	15.40867	0.00015	71.43731	34.55652	56.15971	73.09111	96.88104	98.76410	67.18359	39.14164	52.00746	57.68716	64.01726	62.93599
2018-05-07 09:06:00	8630330696303481958	1.00000	14.51485	9.36879	11.68513	10.68201	14.37237	8.21536	14.23124	0.06322	54.73283	61.35392	46.40939	33.52799	73.47122	6.51113	54.54987	3.11233	8.69994	3.55615	78.02347	76.24007
2018-05-07 09:07:00	863033069630348503	1.00000	17.67130	11.29418	10.14262	13.54732	11.94573	12.85475	13.74473	1.48454	42.75563	63.88041	47.82382	56.54125	39.26999	91.61629	16.78153	89.48374	48.37528	67.25132	43.10328	10.02180
2018-05-07 09:08:00	8630330696303481305	1.00000	12.21086	9.59334	11.34547	13.04242	13.15642	7.65310	14.01691	0.00633	57.89420	56.22019	61.92681	48.29728	92.78166	91.79660	32.54991	3.62447	90.72384	82.81232	55.73664	23.18247
2018-05-07 09:09:00	863033069630348602	1.00000	11.10807	14.32175	13.43365	10.94012	13.42442	15.90981	14.62348	0.00211	57.31499	55.78632	41.70295	58.14545	82.37269	68.20169	0.20819	24.11721	47.96829	25.25428	39.74830	83.62936
2018-05-07 09:10:00	3590433799317662055	1.00000	16.55796	12.59352	9.45969	9.30270	15.41175	10.21402	6.93096	0.48762	33.91813	72.26648	56.09878	47.51909	94.99628	41.15353	17.62789	91.75156	28.06646	89.59404	77.06864	71.42080
2018-05-07 09:11:00	3590433799317661511	1.00000	17.00834	9.16009	8.80419	13.20659	12.82610	11.19740	11.01293	0.76506	76.64400	64.85788	34.47466	36.73885	40.06228	57.31833	25.24039	11.63406	22.27385	45.39961	60.16573	44.30657
2018-05-07 09:12:00	863033069630348321	1.00000	15.53348	8.52286	8.15531	14.57260	15.43041	11.84505	11.53980	0.17510	44.32013	60.03437	49.73816	55.64368	25.25734	6.59346	28.11664	39.83102	5.07000	56.09721	50.88958	27.16817
2018-05-07 09:13:00	359043379931766197	1.00000	7.17451	15.86906	10.56766	14.17038	10.49901	13.00880	17.06534	0.00007	64.50722	64.09103	51.83114	41.62070	51.03501	41.68787	31.39446	29.27071	9.44932	33.37395	37.12133	69.92415
2018-05-07 09:14:00	863033069630348560	0.00000	9.24189	14.27545	15.04003	11.96991	14.44381	14.07574	17.84826	0.00036	53.14085	37.09195	51.13897	56.51271	7.52119	53.48767	30.63199	76.92479	86.22703	84.26361	54.02853	20.33106
2018-05-07 09:15:00	8630330696303482253	0.00000	14.56081	13.24991	14.00915	10.39791	15.22130	14.98024	14.08745	0.06622	25.85268	60.14086	54.47041	78.74786	62.94732	47.41005	0.22115	21.98062	95.37311	48.88587	49.38111	84.89507
2018-05-07 09:16:00	3590433799317661784	1.00000	12.21454	12.44450	11.40819	8.74546	15.57184	10.38451	11.72383	0.00636	47.31405	67.40402	59.33317	46.25502	47.42927	41.50751	16.31654	67.65602	79.97086	93.97320	75.72908	6.72486
2018-05-07 09:17:00	359043379931766049	0.00000	15.27095	13.87017	14.60663	13.15762	16.10735	15.03134	15.37632	0.13466	33.81073	56.68360	54.24861	44.28718	33.81185	62.19788	18.11062	68.60352	65.61745	89.00893	24.51075	93.09167
2018-05-07 09:18:00	8630330696303482063	1.00000	14.35582	12.38687	10.15818	11.56872	15.68140	10.92392	11.03962	0.05395	31.37515	48.59176	47.34087	53.85392	44.19388	87.79494	25.32029	14.03246	53.57813	78.08523	69.10945	53.45362
2018-05-07 09:19:00	8630330696303482238	1.00000	13.47490	14.60547	11.28851	15.60019	14.99521	11.13360	14.80167	0.02238	56.45003	58.83791	57.67776	70.59108	89.57035	76.68589	59.95989	74.25110	46.36701	66.15368	53.24962	58.98615
2018-05-07 09:20:00	3590433799317662170	1.00000	7.11101	14.63263	13.76771	17.65002	17.46091	8.74146	14.82515	0.00008	62.45546	55.61070	60.65290	32.72483	95.50058	42.21518	60.65350	18.50482	54.60622	39.31267	22.72223	99.37066
2018-05-07 09:21:00	359043379931766957	0.00000	5.25713	16.30956	14.50777	13.53840	14.26716	14.28483	15.74779	0.00005	73.64891	33.94494	52.80029	30.62423	23.86889	7.24808	38.90836	10.77985	82.24468	25.66585	80.66008	38.83619
2018-05-07 09:22:00	3590433799317661362	1.00000	9.33283	15.18787	12.23170	15.45593	14.38852	8.42055	15.43222	0.00040	42.58741	53.03006	48.02344	44.06773	22.38734	74.54150	70.80074	15.17020	31.85530	54.82134	7.13237	2.10429
2018-05-07 09:23:00	3590433799317661222	0.00000	11.35221	16.79940	12.99123	13.96415	14.33531	12.61916	14.36386	0.00273	37.18936	49.56039	51.24544	30.98946	60.56320	10.22578	36.43545	3.70672	70.96400	60.38824	67.94580	95.54573
2018-05-07 09:24:00	3590433799317661412	1.00000	12.09517	14.64677	8.11766	13.81660	14.97700	12.97844	16.84491	0.00562	53.69608	77.65997	32.08581	36.07753	20.44359	6.99423	20.59863	97.47395	89.52430	47.28887	24.09656	93.31046
2018-05-07 09:25:00	8630330696303481420	0.00000	14.41032	16.45009	14.84670	10.22293	16.73844	12.16645	18.38793	0.05695	48.98001	49.16771	68.30626	46.96342	45.61210	95.80065	64.04326	52.16389	69.98141	25.55998	37.23932	90.86467
2018-05-07 09:26:00	359043379931766270	0.00000	12.91521	15.23110	13.96179	10.25531	13.56691	12.05018	16.01223	0.01280	34.69159	80.37131	37.13097	47.36965	10.50557	47.89890	40.05754	54.78226	51.99425	34.26344	32.90183	12.48494
2018-05-07 09:27:00	8630330696303481396	1.00000	9.71623	14.24055	9.41805	16.30800	14.26511	10.92234	13.65782	0.00053	67.89676	49.82643	45.99176	23.01008	4.54426	24.01662	42.65394	54.25113	60.14105	32.62016	42.23410	60.72519
2018-05-07 09:28:00	8630330696303482071	0.00000	12.68806	16.35940	8.95036	16.17839	12.92905	12.56378	14.99283	0.01022	66.78870	44.81807	43.00044	25.04228	87.38758	14.08247	35.60950	17.58086	71.71708	81.08148	25.92030	4.12313
2018-05-07 09:29:00	359043379931766163	1.00000	14.82851	16.74908	11.57560	14.31011	16.53794	12.39931	14.74024	0.08652	67.98429	47.17307	50.56275	44.21281	53.90856	28.95213	28.66450	26.12855	13.12169	68.26038	96.15876	0.64838
2018-05-07 09:30:00	863033069630348958	0.00000	12.98607	14.77789	17.95639	11.82219	14.13116	8.14101	14.01534	0.01373	34.94918	49.88696	52.79542	51.15731	60.04553	46.25066	99.44682	81.57459	29.42193	56.64688	75.92767	21.05152
2018-05-07 09:31:00	8630330696303481891	1.00000	15.84568	9.81547	13.03286	10.52583	12.91325	11.93657	17.06593	0.23921	32.39227	24.88879	59.49689	55.18974	89.60645	58.09550	62.54068	48.69330	53.12898	63.92638	61.48950	22.89150
2018-05-07 09:32:00	3590433799317661073	1.00000	12.58715	14.76379	11.90238	14.54456	18.18344	12.02298	15.12980	0.00923	58.47926	65.45446	52.45996	49.86593	12.94636	76.31576	73.31875	84.40965	91.04023	54.92809	69.39713	74.09908
2018-05-07 09:33:00	359043379931766999	1.00000	11.73840	16.04928	11.01603	15.31921	14.60230	10.06267	15.12505	0.00397	53.27875	65.87857	61.50262	41.60086	11.45265	57.27393	99.31440	29.62748	72.50552	49.78281	56.96914	36.83363
2018-05-07 09:34:00	3590433799317662311	1.00000	10.64078	14.46128	12.26510	12.23955	13.08346	7.16836	11.09626	0.00137	51.08133	48.91042	61.44376	48.07032	94.05061	61.09667	75.81935	86.07558	91.36803	20.96348	87.85230	10.17136
2018-05-07 09:35:00	359043379931766981	1.00000	16.30831	11.67106	11.07528	9.71265	18.14155	10.45933	4.23113	0.37990	39.00232	54.05167	62.98302	66.41286	93.61478	49.18600	46.51147	99.68174	1.05803	82.37126	32.15917	17.17797
2018-05-07 09:36:00	863033069630348354	1.00000	14.53394	12.70936	12.10058	6.80429	17.56822	9.21971	9.25579	0.06443	75.79064	35.88370	35.49677	38.08520	59.78593	84.28853	7.51039	8.55149	37.90731	30.41490	83.46741	34.65867
2018-05-07 09:37:00	8630330696303481701	0.00000	15.10461	15.40060	12.93820	12.86160	14.86144	11.17332	15.87757	0.11399	69.38096	62.79231	82.62488	59.56141	41.94516	95.76604	10.41998	48.72531	1.88792	47.16366	80.50177	15.42414
2018-05-07 09:38:00	359043379931766338	0.00000	15.50710	15.82329	13.87225	12.02981	12.63516	13.91335	16.19412	0.17050	73.66645	77.24417	58.23752	67.45309	83.16449	74.67615	76.41702	71.99673	74.82866	40.16175	27.92605	94.64543
2018-05-07 09:39:00	3590433799317661834	0.00000	15.31033	13.71656	14.57351	8.01592	14.52833	9.02877	13.72664	0.14008	58.53809	37.53043	41.30694	28.06422	47.93950	65.61267	24.79336	67.06805	7.77301	18.54360	96.45508	70.88245
2018-05-07 09:40:00	359043379931766999	1.00000	14.86031	10.90314	12.65614	15.74208	11.97343	12.63611	12.47197	0.08932	79.75203	52.59696	55.05393	63.27344	49.64725	9.22023	64.39788	64.22693	98.50556	29.16171	55.16597	54.45702
2018-05-07 09:41:00	3590433799317661263	0.00000	14.92541	14.84746	11.67581	10.33610	15.66563	12.86977	16.34412	0.09534	45.70683	50.14794	74.08510	55.30493	17.31853	80.93841	55.83900	96.47038	85.59435	2.55869	52.19794	83.82483
2018-05-07 09:42:00	3590433799317662170	1.00000	14.71351	12.30730	9.76288	13.09149	15.03352	13.04566	11.71487	0.07711	49.54832	58.39523	64.76361	68.53629	88.09527	10.23141	13.94790	50.05071	9.81167	72.85156	20.24771	43.23196
2018-05-07 09:43:00	3590433799317661461	0.00000	13.80440	13.06111	14.71141	8.24727	13.33395	6.27387	15.68436	0.03109	33.09518	56.48858	46.05498	61.64740	26.75783	76.35997	43.57747	31.84837	58.58438	7.24566	69.18477	79.21731
2018-05-07 09:44:00	8630330696303482022	0.00000	14.72006	16.40388	13.83627	13.57537	15.13908	14.67008	14.39640	0.07761	36.41960	61.48134	45.12348	42.02334	90.00699	14.74481	57.12455	73.91018	27.62571	37.33842	11.63693	52.98520
2018-05-07 09:45:00	8630330696303481933	0.00000	11.11999	16.36158	12.34738	15.14539	13.21601	9.51213	12.82150	0.00216	41.08013	45.73244	43.09590	59.22678	75.41467	3.32427	60.42998	35.70900	16.18885	99.75257	2.44449	63.79205
2018-05-07 09:46:00	8630330696303482097	1.00000	11.78654	10.81718	10.07214	11.91091	15.44669	12.49716	7.58736	0.00417	33.05904	56.99991	74.73475	26.45224	16.96977	59.07540	64.94340	96.86155	8.67482	60.23311	18.07046	20.63673
2018-05-07 09:47:00	3590433799317661438	1.00000	10.36894	15.74080	10.95409	16.89552	16.78338	9.17345	16.31949	0.00101	64.45769	53.12132	46.65920	42.46352	26.34548	11.64673	24.38250	64.53950	73.13685	38.82310	29.07384	30.46812
2018-05-07 09:48:00	8630330696303481479	1.00000	10.63785	14.38914	10.76742	14.61391	16.92413	10.76079	13.21626	0.00135	49.21342	39.01769	46.70916	42.87099	5.82894	40.08953	43.50871	58.56480	77.40501	72.05155	70.04666	96.70515
2018-05-07 09:49:00	8630330696303482386	0.00000	15.68196	15.66773	13.13297	9.22169	12.83752	9.19706	10.43441	0.20308	49.07091	41.77480	45.69257	37.50674	86.63658	70.97902	18.00165	79.61014	7.25507	22.51564	28.59876	4.52876
2018-05-07 09:50:00	359043379931766494	1.00000	14.74978	11.51926	8.37650	14.95049	10.84917	10.78035	14.21108	0.07995	76.85332	29.74757	45.90931	58.96151	16.92852	91.79353	16.83190	68.93998	61.33461	38.88210	80.68900	30.82704
2018-05-07 09:51:00	863033069630348743	0.00000	12.46250	16.91052	12.74777	15.68454	13.08199	11.72578	14.46136	0.00816	49.73816	64.27368	64.28577	49.88414	37.52629	8.37981	91.50317	29.72538	1.58076	50.93055	66.87662	93.14791
2018-05-07 09:52:00	3590433799317661644	0.00000	8.89590	11.30241	14.27641	11.25085	15.95636	18.58152	14.96730	0.00026	63.91548	63.92988	41.06240	54.14385	55.22359	36.76895	40.74861	57.84339	63.22932	14.69916	3.11908	42.49941
2018-05-07 09:53:00	3590433799317661560	1.00000	15.35075	12.48133	12.41333	10.99572	13.65571	12.66360	9.42767	0.14583	54.16102	46.12168	42.17269	11.82281	1.95399	87.47043	81.27048	10.59782	0.77513	40.41100	1.93515	50.40948
2018-05-07 09:54:00	863033069630348925	1.00000	11.66217	12.57217	12.81577	11.06884	17.33255	9.61890	8.89901	0.00368	66.50224	74.03125	39.75260	56.80321	68.43997	48.85985	47.39681	49.84437	47.11431	54.07040	16.02809	53.36768
2018-05-07 09:55:00	863033069630348115	1.00000	14.44591	9.18603	9.59357	13.64915	15.87934	15.10759	10.65962	0.05904	60.16193	54.54446	69.29838	28.75913	42.85046	60.87772	80.88732	24.78300	4.26002	10.43099	15.15071	20.00972
2018-05-07 09:56:00	359043379931766841	1.00000	11.08309	16.40064	12.60923	17.51785	13.72023	8.43949	11.94741	0.00211	53.23571	60.23738	57.14375	58.78671	8.39724	71.21344	65.34355	80.25278	33.96321	68.15192	50.38986	53.28742
2018-05-07 09:57:00	359043379931766775	0.00000	14.30881	14.59345	14.38836	12.00902	13.94354	11.04837	13.89272	0.05145	52.62855	59.29692	39.27053	34.46597	90.88900	40.34286	22.36734	96.87929	21.61665	57.81441	40.91724	49.08415
2018-05-07 09:58:00	3590433799317661446	1.00000	11.92204	12.22844	12.96145	8.17773	15.95269	9.27207	10.41008	0.00475	29.56448	46.19884	47.35086	40.16063	24.20603	5.18181	43.29358	37.01550	42.62531	31.81845	85.43782	2.93086
2018-05-07 09:59:00	3590433799317661891	0.00000	16.45683	16.58560	13.33647	7.71389	16.42685	11.45950	13.37897	0.44075	62.45217	35.86243	36.68013	49.46051	46.73044	8.80980	2.08155	58.29768	61.58243	8.81986	44.76565	45.69510
2018-05-07 10:00:00	863033069630348636	0.00000	14.35869	16.52642	13.02205	13.50788	13.05505	13.89629	14.71326	0.05410	70.14551	42.16858	77.47614	48.12820	33.80623	71.33350	44.84826	33.92877	74.53415	38.83316	69.15073	41.55437
2018-05-07 10:01:00	863033069630348826	1.00000	9.47614	14.95531	12.78250	14.94677	13.33163	10.30386	15.22380	0.00045	50.35299	36.62244	24.62541	49.62291	45.36673	54.95950	67.76164	45.68599	77.49963	84.15084	71.20849	73.63572
2018-05-07 10:02:00	863033069630348537	1.00000	12.68428	11.54321	11.15725	12.34467	11.55956	9.75097	13.71820	0.01014	38.66468	78.32211	43.85984	48.02584	46.04948	68.27157	40.57390	92.28558	30.73753	32.60695	30.27713	82.66325
2018-05-07 10:03:00	3590433799317662451	1.00000	10.89847	14.85346	9.37187	14.27899	13.92529	12.33154	10.03853	0.00174	57.32367	57.65414	64.52353	64.40933	98.04241	52.56659	43.67342	99.74760	41.44637	22.22732	60.76242	24.69381
2018-05-07 10:04:00	863033069630348289	1.00000	15.06136	9.63496	12.14142	14.88186	9.47169	10.38450	15.24957	0.10920	46.76627	39.28195	41.46852	29.43948	40.45081	29.85935	13.02577	37.06776	4.46986	29.02595	94.38869	64.69998
2018-05-07 10:05:00	8630330696303481115	1.00000	20.55257	9.62662	7.86432	12.06549	10.40579	11.61214	14.32695	26.47948	42.21534	58.93292	45.73789	38.90696	66.74348	42.62009	75.18763	16.78078	22.04168	93.37823	14.85406	63.37427
2018-05-07 10:06:00	8630330696303481842	0.00000	14.25847	15.42588	12.74692	11.61319	14.87788	12.83056	12.45265	0.04892	70.82846	66.59175	62.04848	61.50684	6.85336	3.21850	3.20541	59.10385	61.04200	77.72833	20.67623	8.81067
2018-05-07 10:07:00	8630330696303481602	0.00000	7.54472	14.31485	15.00244	9.78688	11.38789	16.02857	14.97753	0.00009	57.61312	34.41036	51.15159	60.92717	22.13958	2.95370	73.13649	76.57284	54.97446	31.54034	8.31547	23.91418
2018-05-07 10:08:00	8630330696303481495	0.00000	14.95993	13.85544	14.58462	13.17307	14.95188	10.80320	13.47777	0.09865	46.33703	58.40617	47.18397	36.04103	74.77855	93.35516	91.06570	15.74016	27.86204	19.44183	3.06413	72.15407
2018-05-07 10:09:00	8630330696303481172	1.00000	14.42533	12.91066	9.22664	13.25307	15.16036	13.81142	14.90712	0.05783	39.25077	63.89856	44.06795	57.15804	73.84933	2.25915	24.97748	27.38634	45.27265	54.39945	34.00277	27.25583
2018-05-07 10:10:00	8630330696303482105	0.00000	13.83601	12.19182	13.09333	12.10904	14.47949	9.16037	13.64806	0.03207	54.65439	51.69661	33.80613	45.39959	74.40773	58.93188	22.71073	5.15315	38.83552	57.53315	35.27481	94.05321
2018-05-07 10:11:00	8630330696303482105	0.00000	15.60317	15.32310	12.29111	11.25918	13.09116	7.26301	12.49562	0.18769	54.35040	54.56795	57.75034	40.80422	92.60416	71.08142	86.33152	90.10372	83.23328	77.41954	0.14251	57.22035
2018-05-07 10:12:00	8630330696303481347	1.00000	14.89620	8.25136	10.28205	4.62284	17.34368	12.22627	8.26707	0.09259	60.88395	44.76436	46.70248	59.63954	56.65376	93.50617	29.44802	70.76130	77.17628	41.30058	43.11167	50.07762
2018-05-07 10:13:00	8630330696303481800	1.00000	12.88444	11.59037	11.04664	8.80668	13.55476	11.12118	16.47275	0.01244	76.64446	54.22956	47.60828	64.50619	21.76309	16.99451	86.77913	13.67365	32.58253	67.92135	65.18015	25.43295
2018-05-07 10:14:00	863033069630348966	1.00000	15.05051	10.92084	9.73887	8.74026	17.44423	12.21522	7.25537	0.10803	57.40162	54.11446	63.91035	44.75457	84.47469	28.37751	90.79961	29.34981	29.67620	43.67337	69.51392	73.78413
2018-05-07 10:15:00	3590433799317661206	0.00000	14.11657	15.92131	14.29757	14.31368	16.94869	14.25934	16.37189	0.04250	46.43104	71.97311	40.56981	66.73202	44.30315	39.75041	99.75048	87.76061	98.64828	71.77686	74.37766	76.62166
2018-05-07 10:16:00	8630330696303481032	1.00000	15.21280	10.18679	11.23762	13.30091	12.38233	11.90449	12.55711	0.12704	35.99130	47.60147	44.34987	47.65087	1.72188	77.66996	87.82035	32.36893	38.71971	57.97494	1.78670	87.86328
2018-05-07 10:17:00	3590433799317661354	0.00000	15.16389	15.11449	15.13723	12.65853	14.51906	10.38468	16.46809	0.12095	49.53165	32.78457	42.68705	35.62329	4.32023	14.54776	57.68110	3.13209	81.37731	36.84393	39.54386	50.37658
2018-05-07 10:18:00	8630330696303481917	0.00000	11.52206	15.16226	13.70398	13.32478	15.03078	12.99677	14.81683	0.00318	31.85675	57.51946	35.73954	39.51752	34.21220	55.57894	75.70940	89.69592	80.69791	9.25379	75.23936	71.12378
2018-05-07 10:19:00	8630330696303482410	0.00000	10.76512	17.38904	14.26236	12.21687	14.42416	11.13357	16.58844	0.00149	61.10566	30.06120	44.50944	44.84165	20.56029	30.39605	76.12137	64.62957	51.05300	18.26944	94.60329	3.21200
2018-05-07 10:20:00	359043379931766940	1.00000	11.46157	12.35220	11.72990	9.83396	15.80499	10.15854	4.96429	0.00303	44.24172	65.27711	56.10234	50.27554	11.27857	14.91517	91.64690	15.13713	24.90213	78.72342	9.62409	10.88529
2018-05-07 10:21:00	863033069630348099	1.00000	8.02395	15.25318	12.70883	17.28464	12.67270	10.61023	15.00820	0.00011	55.03783	64.28024	61.07906	76.66824	10.94835	17.37280	2.02256	70.98467	17.73035	51.67592	60.04159	6.35229
2018-05-07 10:22:00	863033069630348644	0.00000	17.60593	11.40534	13.50274	12.71182	13.68783	9.70157	14.97231	1.39066	44.07754	30.09769	51.89687	40.63724	38.42370	60.22027	18.91658	29.02024	3.64759	84.77447	56.41853	18.74885
2018-05-07 10:23:00	863033069630348644	0.00000	11.20628	15.59695	12.95835	13.64682	14.84240	14.00580	14.19365	0.00233	58.34966	60.31306	50.88590	49.35598	61.84491	93.24088	36.93476	9.03968	16.06468	89.41542	43.83207	52.69135
2018-05-07 10:24:00	8630330696303481248	1.00000	10.65604	14.37739	13.83594	11.47306	15.01084	16.61303	15.42898	0.00135	47.98740	56.96428	59.84763	39.60936	48.83792	37.54235	51.39141	56.61139	75.12302	0.97192	62.67802	69.77843
2018-05-07 10:25:00	359043379931766965	0.00000	12.21453	12.48098	17.57784	11.26807	14.87427	9.27085	13.85959	0.00637	59.53646	63.69222	57.38964	41.59619	6.95794	22.69053	57.62384	38.08939	85.27813	20.14850	53.24685	42.34268
