ts	imei	mwra	c.dogalize	c.android.chrome	c.android.gm	c.android.youtube	c.katana	c.UCMobile.x86	c.updateassist	c.raider	c.android.vending	c.UCMobile.intl
2018-05-05 22:00:00	3590433799317661297	1.00000	10.16846	12.52712	10.39759	10.46079	14.61119	33.68315	74.58805	20.97090	49.53720	47.33226
2018-05-05 22:01:00	359043379931766890	1.00000	14.23643	13.72664	13.23971	14.07779	14.56325	42.08497	65.77953	7.51863	41.20744	80.87814
2018-05-05 22:02:00	863033069630348149	0.00000	13.82459	13.41354	15.55435	18.54630	10.17198	34.75876	77.24554	67.24935	79.21877	47.55106
2018-05-05 22:03:00	863033069630348636	1.00000	11.73173	15.41702	10.81090	17.12831	14.09423	40.37342	47.11142	23.73222	14.65770	1.88665
2018-05-05 22:04:00	3590433799317661388	1.00000	10.78293	13.88646	11.97728	14.82927	16.16466	39.07194	6.10842	1.98824	14.82335	3.56466
2018-05-05 22:05:00	863033069630348693	0.00000	13.77121	15.66643	11.99119	12.02660	7.72110	44.54492	27.32252	61.09634	63.51207	37.16138
2018-05-05 22:06:00	8630330696303482444	1.00000	16.83258	10.09599	12.04766	14.01553	15.49988	23.04072	9.74589	52.60841	60.26426	29.70164
2018-05-05 22:07:00	863033069630348115	0.00000	12.20910	16.42035	10.42146	10.01355	18.59771	55.70625	10.29922	98.47008	50.34322	47.87656
2018-05-05 22:08:00	359043379931766023	0.00000	11.77134	14.19072	13.85916	12.02896	10.16018	40.74705	63.65940	68.41352	35.00155	96.19192
2018-05-05 22:09:00	8630330696303481529	0.00000	12.44657	7.89946	12.35256	13.67878	9.78898	39.63023	90.07544	94.50701	80.11413	62.09906
2018-05-05 22:10:00	8630330696303481149	0.00000	11.74829	16.84326	15.22476	12.51178	12.45601	42.87055	18.94136	80.26855	78.21915	50.51518
2018-05-05 22:11:00	359043379931766189	1.00000	13.00543	12.33486	6.95378	14.85275	15.66882	31.90976	68.84393	74.88986	70.63012	15.90628
2018-05-05 22:12:00	8630330696303481610	0.00000	7.36797	14.32658	13.70136	11.90899	8.95068	51.16910	57.39525	11.13545	34.68975	98.80610
2018-05-05 22:13:00	359043379931766056	0.00000	11.37693	13.63690	15.21809	15.83694	10.40887	45.60573	34.41001	14.33564	52.53966	47.65656
2018-05-05 22:14:00	863033069630348073	0.00000	8.67385	11.83159	10.36638	12.94867	8.98841	52.84500	32.72901	89.38000	98.16555	19.65962
2018-05-05 22:15:00	8630330696303482279	1.00000	13.30800	11.74576	8.90466	13.90164	18.10371	42.73142	12.15189	16.03733	54.08914	12.38145
2018-05-05 22:16:00	359043379931766080	1.00000	11.16557	13.92702	10.90158	17.16709	16.81095	38.83979	5.57865	75.05419	8.80428	43.95821
2018-05-05 22:17:00	3590433799317662451	1.00000	8.41901	16.81661	8.70530	16.69410	10.31017	52.88988	68.38865	44.10855	62.58957	81.37858
2018-05-05 22:18:00	8630330696303482394	1.00000	20.68649	14.27725	12.76014	12.34759	17.36951	56.26473	73.12122	67.40460	89.04767	15.01604
2018-05-05 22:19:00	863033069630348123	1.00000	13.46166	10.81761	10.23119	11.44357	16.52397	42.00831	4.97774	73.74997	57.40125	5.02635
2018-05-05 22:20:00	3590433799317661990	1.00000	12.72072	10.74847	7.67373	15.07598	14.34339	40.83334	72.96765	67.74700	84.34612	45.91710
2018-05-05 22:21:00	8630330696303481040	0.00000	8.14338	14.28816	14.56408	12.09468	11.31982	38.53956	28.71581	11.10818	70.60450	97.69551
2018-05-05 22:22:00	8630330696303481966	1.00000	15.42411	14.28957	12.70043	15.28943	13.02824	41.77705	15.99343	63.43532	29.52300	57.00774
2018-05-05 22:23:00	359043379931766007	1.00000	11.40379	15.05031	11.14563	18.91410	13.03528	38.75671	77.33773	51.79111	62.41927	98.00189
2018-05-05 22:24:00	3590433799317662220	1.00000	9.05217	14.69816	8.76648	16.64811	10.47381	26.01992	61.19213	75.00648	7.13376	92.56783
2018-05-05 22:25:00	3590433799317661578	0.00000	9.67318	17.80257	18.57697	10.46659	14.25845	54.77993	50.28343	95.20147	74.48158	24.83173
2018-05-05 22:26:00	8630330696303481198	0.00000	12.10000	6.12089	15.24551	16.39993	7.98762	40.08293	18.77480	64.88445	47.71220	99.91356
2018-05-05 22:27:00	8630330696303482238	1.00000	14.71983	7.87105	14.12516	14.06366	14.64315	56.45909	91.91366	83.98958	23.90171	35.63354
2018-05-05 22:28:00	863033069630348214	1.00000	10.98275	14.56536	12.24058	15.91636	15.18633	21.96616	70.24516	6.45090	12.52148	59.72499
2018-05-05 22:29:00	3590433799317661396	0.00000	11.45973	15.81722	13.86909	11.80105	7.27357	55.45949	91.36991	8.99292	69.99796	69.87719
2018-05-05 22:30:00	3590433799317661537	1.00000	13.47674	10.86519	11.14983	11.55339	12.91357	34.23980	59.68309	92.09619	49.74102	68.86270
2018-05-05 22:31:00	3590433799317661479	1.00000	15.14746	9.53828	12.47299	13.14222	14.58642	37.44641	96.94066	78.80898	33.27417	78.85555
2018-05-05 22:32:00	359043379931766684	0.00000	10.08030	13.23611	14.52216	8.75168	15.22632	33.10898	32.31092	38.33283	41.88102	12.85946
2018-05-05 22:33:00	3590433799317662378	1.00000	12.62231	16.40519	11.52507	17.89150	9.05492	30.70841	18.68672	96.96565	77.15043	0.52888
2018-05-05 22:34:00	359043379931766411	1.00000	11.00216	13.38154	9.63938	14.08724	15.53068	55.78044	43.42665	53.49015	43.91580	34.09049
2018-05-05 22:35:00	359043379931766262	1.00000	14.57515	7.85838	12.71696	14.88053	14.61185	39.54943	66.18878	86.96552	34.18034	65.11240
2018-05-05 22:36:00	8630330696303481982	0.00000	7.95260	12.13636	12.98075	13.42903	10.56759	43.82485	35.26336	25.73247	56.01256	76.79800
2018-05-05 22:37:00	3590433799317661776	1.00000	9.32762	11.78416	16.39874	13.30701	16.24116	37.76473	87.53562	30.17981	39.67102	21.48609
2018-05-05 22:38:00	359043379931766429	1.00000	10.65059	13.31930	10.68155	10.54591	14.75574	21.90835	66.90858	21.80788	28.07929	61.95450
2018-05-05 22:39:00	3590433799317661271	0.00000	11.73896	11.26344	14.67757	11.06336	10.95693	36.28783	64.23905	1.68380	84.54807	17.02143
2018-05-05 22:40:00	3590433799317662162	0.00000	10.57919	13.11496	12.55985	13.77334	12.86563	45.66791	80.14168	95.36003	62.37406	13.50328
2018-05-05 22:41:00	359043379931766064	1.00000	12.94006	9.85430	7.56536	13.10948	12.34762	22.71170	47.40909	0.72116	95.53349	43.44102
2018-05-05 22:42:00	863033069630348123	0.00000	12.33797	10.56003	13.94603	14.02303	12.55057	43.76036	99.92271	68.88876	11.80804	90.88297
2018-05-05 22:43:00	8630330696303481263	1.00000	9.89983	13.84466	12.47349	15.72629	11.93699	49.39936	66.93075	42.14418	10.87175	14.32013
2018-05-05 22:44:00	863033069630348198	0.00000	9.83623	13.03382	13.80374	10.31250	13.80963	39.42616	37.28811	0.03691	9.19127	75.60057
2018-05-05 22:45:00	8630330696303481040	1.00000	12.57194	19.79597	12.09591	21.27900	13.51288	56.74123	61.26938	49.36455	5.91441	52.73586
2018-05-05 22:46:00	8630330696303481784	0.00000	11.98295	11.32766	9.41724	13.51902	8.25531	42.95201	5.94677	96.94981	0.90424	87.61313
2018-05-05 22:47:00	3590433799317661776	1.00000	18.48069	8.97106	12.85973	16.29030	17.15972	37.22486	40.10462	51.50692	97.41702	62.74403
2018-05-05 22:48:00	3590433799317662279	1.00000	14.50165	11.48037	10.90631	15.75987	13.61580	26.75682	46.18493	68.27100	29.95383	82.41772
2018-05-05 22:49:00	359043379931766049	0.00000	10.70146	10.74809	17.30725	13.98814	11.98059	36.49332	31.31648	31.54246	70.45771	22.91150
2018-05-05 22:50:00	863033069630348701	1.00000	15.18417	9.69473	12.16897	11.01320	17.74765	55.86825	83.70685	13.79449	27.74482	54.60220
2018-05-05 22:51:00	8630330696303482154	1.00000	9.38087	16.40110	11.55875	16.20636	11.11410	38.51664	15.55324	28.80545	53.42542	60.52223
2018-05-05 22:52:00	3590433799317661776	0.00000	11.39368	14.43689	13.91493	10.51589	10.95889	41.43852	69.49138	87.82451	6.07058	66.53543
2018-05-05 22:53:00	359043379931766718	1.00000	15.10091	10.03715	13.00281	11.74389	14.37292	38.67657	34.71033	40.88002	88.68772	30.77562
2018-05-05 22:54:00	8630330696303482386	1.00000	14.35574	10.31619	11.78156	13.32414	16.33284	41.84825	32.39615	52.98234	20.56789	31.07900
2018-05-05 22:55:00	863033069630348651	1.00000	15.36180	7.09484	11.98909	13.22575	16.92053	47.40898	36.76824	66.33156	7.83500	57.07893
2018-05-05 22:56:00	3590433799317661743	0.00000	11.60746	8.85332	13.62730	11.55881	6.74928	39.53167	62.92484	51.81368	53.40983	16.55826
2018-05-05 22:57:00	8630330696303481719	0.00000	14.82074	14.71771	15.65027	11.25329	11.15272	38.94343	76.54364	59.62998	45.97931	72.42647
2018-05-05 22:58:00	3590433799317662436	1.00000	9.41724	12.80155	13.70159	14.19175	6.09802	56.45080	69.56750	6.61890	3.89033	77.94672
2018-05-05 22:59:00	359043379931766601	1.00000	8.83666	20.25706	8.85767	20.08737	14.37214	42.43355	85.97671	52.97233	86.10107	65.18878
2018-05-05 23:00:00	8630330696303481495	0.00000	17.04188	8.51252	14.59937	15.98966	15.40198	51.55401	71.04234	45.80944	74.53006	7.49770
2018-05-05 23:01:00	8630330696303481602	1.00000	15.18366	11.46253	13.18922	13.24114	13.82677	24.15146	6.09817	96.23615	91.38684	4.91490
2018-05-05 23:02:00	3590433799317661842	1.00000	11.14906	14.16353	15.01442	10.55766	12.03944	47.09281	45.17065	99.43428	38.28747	18.35231
2018-05-05 23:03:00	863033069630348156	0.00000	9.56896	14.70052	16.07736	12.12143	13.27296	37.86895	89.36276	15.97759	43.10185	42.73280
2018-05-05 23:04:00	863033069630348941	1.00000	12.76342	13.20240	6.97188	13.68606	12.84434	26.86200	78.77570	73.15596	57.58132	70.92641
2018-05-05 23:05:00	359043379931766007	1.00000	12.79033	18.03564	11.73458	19.43441	13.20727	28.07566	11.99401	16.20988	63.97983	91.39715
2018-05-05 23:06:00	863033069630348883	1.00000	8.98120	12.61339	9.01194	13.08234	14.98947	61.25736	28.35284	58.39492	70.35278	90.53912
2018-05-05 23:07:00	3590433799317662311	0.00000	7.96057	14.42537	8.21272	12.06358	18.25433	31.17218	27.68701	91.11239	71.80128	61.62931
2018-05-05 23:08:00	3590433799317661982	1.00000	13.46651	10.53930	11.19185	13.37990	10.95670	38.42597	17.68794	82.46506	59.77091	30.35288
2018-05-05 23:09:00	863033069630348669	1.00000	16.41632	11.77491	10.94582	14.17551	13.53837	40.20815	9.28974	83.57165	96.87840	78.66580
2018-05-05 23:10:00	3590433799317661594	0.00000	14.14466	14.29846	13.60078	16.24140	10.92643	22.21029	36.21230	31.45122	10.30991	51.72260
2018-05-05 23:11:00	3590433799317662493	1.00000	13.54853	16.88815	9.23066	17.18077	15.01242	55.10256	51.85519	92.30506	46.77369	30.39841
2018-05-05 23:12:00	863033069630348487	0.00000	13.06571	11.69292	16.60020	14.51489	10.85373	36.70503	86.77158	86.97700	23.79130	48.09254
2018-05-05 23:13:00	3590433799317661560	0.00000	7.37790	17.69031	14.11727	10.99849	10.80935	61.69171	39.29869	81.57119	88.41141	57.16308
2018-05-05 23:14:00	359043379931766510	1.00000	17.55215	10.40003	10.81083	18.37589	17.12484	48.11994	35.23199	92.26730	66.17076	36.32065
2018-05-05 23:15:00	8630330696303481479	1.00000	15.88567	9.05424	13.65108	11.93685	14.67902	36.40345	6.52737	24.38820	62.60455	21.28821
2018-05-05 23:16:00	8630330696303481032	0.00000	11.13263	16.79316	9.36488	13.71809	13.28039	23.57981	60.29682	19.15814	28.78179	64.28963
2018-05-05 23:17:00	359043379931766882	0.00000	12.56187	12.56336	14.80523	13.53836	10.82044	42.59854	13.27634	23.37288	63.51959	82.80283
2018-05-05 23:18:00	359043379931766932	1.00000	16.09357	12.96671	13.84429	16.81634	12.42985	33.90695	28.95228	63.76142	43.45464	52.70156
2018-05-05 23:19:00	3590433799317661560	1.00000	11.98564	15.49897	6.90397	12.03410	16.78906	51.59916	44.47676	20.02554	30.46333	34.16988
2018-05-05 23:20:00	863033069630348818	0.00000	12.12513	14.60104	12.02937	11.19656	11.15363	28.25382	89.63546	36.83802	2.28403	7.31009
2018-05-05 23:21:00	359043379931766858	1.00000	11.60084	11.47772	10.03993	12.28745	11.35548	25.97026	90.66177	67.92559	49.21534	86.94512
2018-05-05 23:22:00	3590433799317662212	0.00000	10.58904	13.63540	14.80695	15.91000	9.68809	48.68947	19.50487	40.95103	40.57569	62.27548
2018-05-05 23:23:00	359043379931766734	0.00000	15.06008	14.92358	16.40390	11.74248	11.09583	55.52446	50.56808	36.30172	5.19380	63.54529
2018-05-05 23:24:00	359043379931766759	0.00000	12.33083	17.88732	15.81655	7.91029	10.29409	46.07594	51.04215	28.29981	33.70369	29.99681
2018-05-05 23:25:00	3590433799317661073	0.00000	11.12991	8.91125	17.47170	12.76360	11.72876	45.68670	53.70200	30.38325	63.39404	10.37883
2018-05-05 23:26:00	8630330696303482196	0.00000	13.86229	12.89757	10.79144	13.18960	14.07127	50.67205	91.55151	69.20700	72.95326	71.02837
2018-05-05 23:27:00	3590433799317662444	0.00000	14.64913	15.46875	16.49597	8.16531	15.68110	42.59661	92.84355	54.62452	71.76496	23.16728
2018-05-05 23:28:00	8630330696303481834	1.00000	14.26162	11.63460	10.45513	13.48883	16.51366	54.88513	44.10871	77.49587	17.75110	76.40225
2018-05-05 23:29:00	8630330696303481693	1.00000	13.57096	14.89052	8.74236	13.48998	13.04423	38.66352	7.28045	46.13033	78.81095	14.14678
2018-05-05 23:30:00	3590433799317662022	0.00000	13.95604	15.09151	15.70692	9.06050	15.00634	27.95273	46.72418	86.76657	29.43161	70.21309
2018-05-05 23:31:00	359043379931766940	0.00000	8.64500	14.71730	15.13830	15.23319	11.95548	45.56627	14.71170	58.83143	94.27805	93.86565
2018-05-05 23:32:00	8630330696303482451	1.00000	15.54561	14.00669	10.31503	14.64104	13.53676	47.91219	21.33668	87.26416	73.44004	71.08329
2018-05-05 23:33:00	3590433799317661453	1.00000	9.52589	14.28255	9.23741	13.60448	15.04236	48.45250	57.04177	59.43017	68.73473	12.37763
2018-05-05 23:34:00	863033069630348917	1.00000	14.37748	10.43116	10.51827	12.36007	14.35998	69.68708	36.29172	67.85913	78.11421	76.14859
2018-05-05 23:35:00	8630330696303481719	0.00000	13.80642	14.49032	13.18832	10.19097	7.56082	34.81077	48.09674	30.65501	1.93828	83.90335
2018-05-05 23:36:00	8630330696303482378	0.00000	8.41511	15.11542	16.14632	9.84202	13.64213	38.67152	59.55537	56.32899	76.02933	1.52258
2018-05-05 23:37:00	359043379931766551	0.00000	10.08655	14.37651	14.99164	9.33695	12.55786	37.12266	27.96903	90.05715	10.84154	72.22367
2018-05-05 23:38:00	359043379931766684	0.00000	12.09832	16.13689	15.33279	9.03710	11.69345	37.82271	10.53516	33.63979	38.58065	88.48399
2018-05-05 23:39:00	863033069630348248	1.00000	14.95993	12.08881	11.54276	15.53349	16.45219	49.69740	45.20850	68.84949	39.97201	7.59145
2018-05-05 23:40:00	3590433799317662345	0.00000	9.58162	16.57739	15.40392	9.79454	8.87521	55.44447	24.23945	49.85972	12.76485	27.15834
2018-05-05 23:41:00	3590433799317661792	1.00000	10.21160	7.97003	13.62647	17.72722	6.63955	60.20461	83.47735	51.55435	84.20541	23.83955
2018-05-05 23:42:00	8630330696303481784	0.00000	12.85139	9.95963	15.67867	15.01816	9.05466	36.18311	47.58636	87.44056	13.15304	89.20940
2018-05-05 23:43:00	863033069630348909	1.00000	12.70359	12.46741	10.87894	10.64687	16.76353	53.35786	31.91267	72.10639	51.34134	17.41938
2018-05-05 23:44:00	3590433799317662352	1.00000	10.35910	12.54108	11.79776	13.64907	14.45896	56.13798	3.09347	73.64203	23.06877	12.84382
2018-05-05 23:45:00	3590433799317661446	1.00000	14.28424	15.78827	10.17072	15.74303	12.02926	49.03454	44.56894	96.57625	35.58750	66.01888
2018-05-05 23:46:00	3590433799317662493	1.00000	15.53085	11.70662	15.71828	13.38239	14.76653	47.74284	68.77187	28.17899	89.82783	94.92281
2018-05-05 23:47:00	3590433799317662089	1.00000	15.18772	11.50143	12.24538	13.17916	15.03361	52.80254	37.09411	39.82331	73.53022	59.94968
2018-05-05 23:48:00	3590433799317661693	1.00000	11.84390	13.61787	11.24896	13.61532	15.23724	34.50969	44.91352	40.43474	28.51434	24.33608
2018-05-05 23:49:00	8630330696303481339	1.00000	12.53707	12.95522	6.29517	12.54976	10.29105	29.90541	18.74953	54.64998	10.10549	18.83160
2018-05-05 23:50:00	3590433799317661578	1.00000	8.28473	17.81912	8.66330	20.38863	13.72865	44.27415	21.34050	12.50451	61.74985	11.98826
2018-05-05 23:51:00	863033069630348222	0.00000	10.61194	8.32659	14.86141	13.12111	11.68428	44.74884	80.42655	92.06603	98.69161	40.92170
2018-05-05 23:52:00	8630330696303482030	1.00000	8.35156	14.69076	11.94272	14.52570	17.68609	65.30731	13.85365	68.64691	55.16911	26.33634
2018-05-05 23:53:00	3590433799317661115	1.00000	14.15807	9.64484	11.05478	15.55905	10.86189	42.70159	7.94974	28.54190	3.38280	48.45689
2018-05-05 23:54:00	8630330696303481750	0.00000	15.41461	11.20354	13.62688	11.90816	9.20306	48.74746	70.62770	68.20203	33.34977	66.16607
2018-05-05 23:55:00	8630330696303481545	1.00000	12.11077	11.95157	6.97891	15.94502	13.25585	37.36203	19.23678	3.62151	75.09156	90.15503
2018-05-05 23:56:00	359043379931766254	1.00000	12.68729	10.84885	8.86270	14.38341	13.03975	46.08140	92.82426	82.24433	16.56835	79.38025
2018-05-05 23:57:00	359043379931766809	0.00000	9.36757	14.76827	14.08273	11.73193	11.85634	44.18534	57.04425	54.83994	89.29300	37.46069
2018-05-05 23:58:00	359043379931766619	0.00000	11.16241	11.92907	15.79063	13.95148	10.67924	51.48362	75.74837	96.31440	98.11245	98.03597
2018-05-05 23:59:00	863033069630348339	0.00000	14.20737	14.90137	10.53225	10.25866	18.60493	31.30593	27.50111	88.49151	38.10451	76.03477
2018-05-06 00:00:00	3590433799317661321	0.00000	16.34901	12.34571	11.10067	16.34416	16.85707	63.20031	48.93733	41.44983	5.84309	60.72991
2018-05-06 00:01:00	863033069630348206	1.00000	12.32994	14.61357	10.77109	15.95607	17.12315	31.47442	47.17205	60.61147	92.99800	82.60476
2018-05-06 00:02:00	359043379931766916	1.00000	11.56466	12.38299	10.25582	11.37043	19.25074	42.24148	53.64257	79.21410	66.71906	69.34210
2018-05-06 00:03:00	359043379931766817	1.00000	11.20005	7.90705	12.31646	13.91937	17.17171	47.49983	20.72685	40.23281	24.80609	48.73031
2018-05-06 00:04:00	3590433799317661628	1.00000	14.99396	9.72666	12.20484	14.97308	12.06039	36.73526	59.01717	25.44373	61.14872	72.98125
2018-05-06 00:05:00	3590433799317662089	1.00000	11.17118	11.89976	12.55911	14.22402	15.45660	45.93057	92.77154	64.06285	6.62263	28.44030
2018-05-06 00:06:00	3590433799317662071	1.00000	13.19298	9.67769	8.36870	15.66773	13.19394	36.52723	77.49405	65.88111	15.88891	28.67138
2018-05-06 00:07:00	359043379931766999	1.00000	13.36491	13.06584	8.17538	15.82552	16.02006	57.71027	26.11226	27.50568	80.91130	20.57998
2018-05-06 00:08:00	3590433799317662022	1.00000	13.24598	13.83424	10.74693	12.54971	17.76088	25.00769	85.50455	77.27612	32.98058	84.44564
2018-05-06 00:09:00	863033069630348370	0.00000	11.37962	9.25485	13.92544	13.96638	11.46680	60.35507	71.95454	63.31992	46.72827	22.31118
2018-05-06 00:10:00	863033069630348628	0.00000	11.11929	10.56641	13.84319	15.60367	12.67477	53.71862	35.74998	12.99533	79.45550	94.83297
2018-05-06 00:11:00	359043379931766106	1.00000	13.37987	12.11162	12.78340	10.48567	16.34293	54.05527	96.04532	9.80112	51.08557	91.69033
2018-05-06 00:12:00	359043379931766387	1.00000	16.82062	7.81457	14.43690	16.53560	12.90591	54.21709	70.60256	19.16707	92.90448	24.50348
2018-05-06 00:13:00	3590433799317661933	1.00000	9.74874	14.88017	8.66038	14.80231	15.44502	37.62492	45.34174	20.57892	39.99451	96.69462
2018-05-06 00:14:00	359043379931766171	0.00000	13.91420	13.10167	14.04395	9.89160	9.67832	35.46368	33.82619	66.77838	77.98945	29.58807
2018-05-06 00:15:00	8630330696303481040	0.00000	8.05927	12.52760	16.64961	14.01868	10.79259	47.38891	71.44516	65.30947	23.10922	81.05060
2018-05-06 00:16:00	863033069630348040	1.00000	7.51632	12.60513	10.28643	10.20858	15.23036	48.41955	12.88568	44.79438	66.54878	3.44297
2018-05-06 00:17:00	863033069630348156	1.00000	13.39275	17.75148	11.79081	19.52223	10.27686	50.58326	43.27563	27.00064	66.83409	71.37290
2018-05-06 00:18:00	359043379931766189	0.00000	13.28512	8.85778	18.69783	13.59950	9.93564	28.38417	4.49531	94.34305	75.57008	62.41715
2018-05-06 00:19:00	3590433799317661024	1.00000	9.52563	16.99196	11.82545	17.94043	11.00164	35.37774	81.65193	3.47389	58.53089	42.03048
2018-05-06 00:20:00	3590433799317661404	1.00000	9.78995	16.23572	9.60737	15.04763	11.78887	23.21070	50.07260	47.38519	17.95807	76.36593
2018-05-06 00:21:00	3590433799317661438	1.00000	13.29642	13.10633	10.67595	12.14269	17.64266	40.88235	79.86377	38.32837	43.93619	36.82617
2018-05-06 00:22:00	3590433799317662246	0.00000	12.47314	14.19310	11.81150	14.05719	17.29190	31.80144	4.93596	20.39287	57.48670	67.74301
2018-05-06 00:23:00	8630330696303482477	0.00000	14.17898	9.88136	10.38670	16.03849	13.22946	19.39467	74.07191	28.44932	40.22678	51.55057
2018-05-06 00:24:00	3590433799317662212	0.00000	10.86909	14.52384	13.80766	8.38595	11.13127	38.06067	52.43245	62.84629	29.32370	37.81214
2018-05-06 00:25:00	8630330696303481347	0.00000	14.78400	11.72166	12.29877	13.95711	17.03417	48.33554	55.30192	35.50546	1.41489	98.98452
2018-05-06 00:26:00	8630330696303482378	1.00000	10.44262	14.25137	11.33282	12.10500	17.50957	32.03146	96.15227	19.58843	58.67728	2.62522
2018-05-06 00:27:00	8630330696303482329	0.00000	11.85656	12.30787	12.54794	11.09331	9.52830	63.48534	99.36812	23.54458	64.97282	86.66719
2018-05-06 00:28:00	863033069630348370	0.00000	9.47075	18.16367	17.23884	8.14223	10.75390	36.73892	97.98174	70.06188	69.09799	15.91330
2018-05-06 00:29:00	359043379931766775	1.00000	9.82261	14.31402	11.93150	14.32306	13.59828	40.57847	78.06971	18.08410	44.35627	41.91003
2018-05-06 00:30:00	863033069630348644	0.00000	10.34338	11.99078	13.05098	13.23322	7.83975	32.84642	73.33289	88.54588	74.68608	1.81885
2018-05-06 00:31:00	359043379931766718	0.00000	11.00264	14.20200	13.04153	9.84721	11.28999	56.32008	25.81368	74.71391	17.18228	62.46843
2018-05-06 00:32:00	3590433799317661206	1.00000	14.23357	7.35186	13.01373	12.78920	19.35974	56.04124	47.75363	34.20753	43.11143	60.79089
2018-05-06 00:33:00	863033069630348560	0.00000	10.62485	15.57054	15.63746	11.77249	14.45189	46.25521	96.91282	19.18573	49.77052	26.05200
2018-05-06 00:34:00	8630330696303482253	0.00000	9.79998	8.35319	15.24439	13.56153	10.67477	46.71580	65.52302	90.00520	36.44077	15.50840
2018-05-06 00:35:00	359043379931766379	0.00000	9.70768	17.59114	15.77177	10.47281	10.86410	48.17029	22.50836	63.82258	46.35128	79.64112
2018-05-06 00:36:00	863033069630348834	1.00000	14.24322	16.31707	9.69526	17.32703	9.21397	36.99933	73.16568	1.69930	84.33279	19.99956
2018-05-06 00:37:00	3590433799317661198	1.00000	14.64810	12.69202	9.88643	15.11135	13.81300	40.00482	28.59011	95.65840	24.45953	98.76192
2018-05-06 00:38:00	863033069630348719	1.00000	11.78184	13.77520	12.13494	13.60412	15.09154	26.97098	9.39707	14.36112	66.33987	31.32042
2018-05-06 00:39:00	3590433799317662022	0.00000	9.40725	13.32087	15.13444	12.64553	10.74787	39.75120	88.31383	13.47267	65.14652	21.96193
2018-05-06 00:40:00	359043379931766452	0.00000	11.49491	13.39194	14.43957	10.10468	9.80651	47.05830	3.07935	80.82896	48.15211	91.29258
2018-05-06 00:41:00	863033069630348180	0.00000	11.73691	16.29510	9.96360	14.74428	20.92627	54.30565	48.27140	17.70680	20.70649	79.85525
2018-05-06 00:42:00	863033069630348149	1.00000	12.38897	14.81397	13.11985	18.68571	12.70698	38.11715	86.66778	25.60066	59.83985	92.12690
2018-05-06 00:43:00	863033069630348875	1.00000	10.31068	15.63646	10.62495	14.34550	14.34590	36.36314	91.07699	45.96964	32.30532	96.53102
2018-05-06 00:44:00	359043379931766106	0.00000	9.35044	17.63590	14.02560	8.64110	12.67278	74.61695	48.18768	93.45128	44.88434	40.87330
2018-05-06 00:45:00	359043379931766320	0.00000	13.07153	11.10869	13.65122	13.98642	14.70609	71.38355	43.89824	87.81682	10.74562	84.06263
2018-05-06 00:46:00	359043379931766999	1.00000	10.81298	13.85523	10.11603	17.32394	12.15491	47.42734	0.66808	79.46530	39.97660	96.74647
2018-05-06 00:47:00	863033069630348602	0.00000	11.73984	12.99024	15.63601	14.98330	11.68460	33.68993	57.09496	50.44247	21.92102	75.90111
2018-05-06 00:48:00	359043379931766254	1.00000	15.72744	13.21052	9.26603	16.28969	11.92413	44.82363	24.46085	69.10519	52.34094	28.02062
2018-05-06 00:49:00	863033069630348396	1.00000	8.52902	17.07030	7.48895	11.42564	17.47337	45.71129	2.36963	53.38229	10.98377	9.12992
2018-05-06 00:50:00	3590433799317662378	1.00000	17.13717	10.64022	9.98538	15.49300	15.36968	42.62166	64.68306	74.04637	98.09352	29.41750
2018-05-06 00:51:00	359043379931766650	1.00000	12.38861	13.73125	6.66406	13.93712	12.69320	29.61925	89.24597	75.10987	85.78207	41.37882
2018-05-06 00:52:00	3590433799317661925	0.00000	11.20017	14.19054	15.01265	11.39079	10.11372	34.80665	31.31356	38.39830	16.79686	72.04312
2018-05-06 00:53:00	8630330696303482055	0.00000	10.44119	16.96434	14.22772	8.77434	11.06959	23.58906	76.83025	22.90426	96.02529	63.51842
2018-05-06 00:54:00	359043379931766494	1.00000	12.96710	11.88546	9.89073	14.25510	15.71228	16.68979	34.24424	43.24883	76.06756	82.08209
2018-05-06 00:55:00	359043379931766759	1.00000	15.86739	10.83678	12.50137	13.87770	16.72980	54.02036	16.98993	68.63002	85.65673	17.41521
2018-05-06 00:56:00	8630330696303482022	1.00000	12.60930	9.33491	9.10341	15.32196	11.82728	41.90816	91.36232	26.57443	51.77037	84.75945
2018-05-06 00:57:00	863033069630348420	1.00000	11.31481	15.94333	11.27563	16.14948	12.18453	39.20170	3.86112	63.57117	22.23878	59.41791
2018-05-06 00:58:00	3590433799317661461	1.00000	9.47252	14.93310	11.52857	17.36668	14.15229	56.18410	96.75010	77.45770	92.05605	74.28627
2018-05-06 00:59:00	359043379931766213	0.00000	11.84285	13.62213	14.42824	8.74157	12.77596	43.97311	92.30859	17.31855	29.73155	55.04948
2018-05-06 01:00:00	3590433799317661560	1.00000	10.23294	13.97790	7.83030	12.32892	12.27914	29.93061	88.73155	55.56898	57.31152	81.99697
2018-05-06 01:01:00	8630330696303482212	0.00000	12.11214	9.01326	13.00020	14.89126	9.44466	50.21442	48.07876	36.08666	35.39011	57.73198
2018-05-06 01:02:00	8630330696303481065	0.00000	10.04666	11.03949	14.28412	12.13398	7.26666	47.27880	7.77541	84.55634	57.46828	15.38854
2018-05-06 01:03:00	8630330696303482121	1.00000	14.61482	14.06163	9.80512	14.49272	17.82315	36.17056	80.87070	94.54880	65.74033	27.87985
