latitude	longitude	store_name	code	location	imei
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	359043379931766247
44.22639	22.53083	Negotin	RS	Europe/Belgrade	8630330696303481214
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	3590433799317662295
42	21.32778	Saraj	MK	Europe/Skopje	3590433799317662030
43.67681	4.63031	Arles	FR	Europe/Paris	8630330696303481453
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	3590433799317662444
44.97639	19.61222	Sremska Mitrovica	RS	Europe/Belgrade	863033069630348487
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	359043379931766783
-1.63333	13.58357	Franceville	GA	Africa/Libreville	863033069630348610
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	8630330696303481479
38.13708	41.00817	Silvan	TR	Europe/Istanbul	8630330696303482410
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	8630330696303482220
51.168	7.973	Finnentrop	DE	Europe/Berlin	359043379931766296
42.819	47.1192	Buynaksk	RU	Europe/Moscow	3590433799317662014
50.073658	14.418540	Praha	CZ	Europe/Prague	3590433799317661255
48.8765	2.18967	Rueil-Malmaison	FR	Europe/Paris	359043379931766262
29.21399	78.95693	Kashipur	IN	Asia/Kolkata	3590433799317662394
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	3590433799317661388
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	8630330696303481438
35.74788	-95.36969	Muskogee	US	America/Chicago	8630330696303481446
9.535	-13.68778	Camayenne	GN	Africa/Conakry	359043379931766221
33.93113	-117.54866	Norco	US	America/Los_Angeles	3590433799317661883
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	8630330696303481313
55.8736	85.4265	Yashkino	RU	Asia/Novokuznetsk	3590433799317662089
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	3590433799317661248
-3.20333	-52.20639	Altamira	BR	America/Santarem	3590433799317661339
48.15659	28.28489	Soroca	MD	Europe/Chisinau	8630330696303481206
-6.91806	106.92667	Sukabumi	ID	Asia/Jakarta	3590433799317661636
-16.25	-69.08333	Yunguyo	PE	America/Lima	863033069630348669
50.74497	3.20639	Mouscron	BE	Europe/Brussels	3590433799317661107
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	359043379931766528
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	8630330696303482196
39.12074	27.18052	Bergama	TR	Europe/Istanbul	8630330696303481479
33.93113	-117.54866	Norco	US	America/Los_Angeles	8630330696303481297
49.820923	18.262524	Ostrava	CZ	Europe/Prague	8630330696303482220
37.31065	13.57661	Agrigento	IT	Europe/Rome	359043379931766452
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	3590433799317661479
56.85836	35.90057	Tver	RU	Europe/Moscow	3590433799317661578
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	863033069630348420
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	8630330696303481719
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	8630330696303482261
-8.66667	-35.71667	Catende	BR	America/Recife	359043379931766049
49.820923	18.262524	Ostrava	CZ	Europe/Prague	3590433799317661750
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	3590433799317662014
35.88264	-80.08199	Thomasville	US	America/New_York	3590433799317662188
57.47908	-4.22398	Inverness	GB	Europe/London	3590433799317661123
41.6764	-91.58045	Coralville	US	America/Chicago	359043379931766791
14.8361	120.97844	Guyong	PH	Asia/Manila	3590433799317661024
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	8630330696303482345
14.46693	75.92694	Davangere	IN	Asia/Kolkata	3590433799317662493
41.57721	-93.71133	West Des Moines	US	America/Chicago	8630330696303482261
14.67751	-60.94228	Le Robert	MQ	America/Martinique	3590433799317661628
14.64056	104.64992	Kantharalak	TH	Asia/Bangkok	8630330696303481883
41.91886	8.73812	Ajaccio	FR	Europe/Paris	8630330696303481982
48.25	16.4	Floridsdorf	AT	Europe/Vienna	863033069630348255
-10.91722	-37.65	Lagarto	BR	America/Maceio	863033069630348842
49.738430	13.373637	Plzeň	CZ	Europe/Prague	8630330696303482345
38.91817	-78.19444	Front Royal	US	America/New_York	8630330696303482469
50.50301	13.63617	Most	CZ	Europe/Prague	359043379931766767
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	863033069630348685
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	359043379931766668
51.168	7.973	Finnentrop	DE	Europe/Berlin	863033069630348511
4.94273	15.87735	Carnot	CF	Africa/Bangui	3590433799317661826
17.30858	97.01124	Kyaikto	MM	Asia/Yangon	3590433799317661529
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	3590433799317661628
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	359043379931766643
42.30865	-83.48216	Canton	US	America/Detroit	3590433799317661511
41.0051	-73.78458	Scarsdale	US	America/New_York	863033069630348362
34.63915	-120.45794	Lompoc	US	America/Los_Angeles	863033069630348834
53.53333	-7.35	An Muileann gCearr	IE	Europe/Dublin	8630330696303481743
-3.20333	-52.20639	Altamira	BR	America/Santarem	863033069630348024
-8.99167	125.21972	Maliana	TL	Asia/Dili	3590433799317662147
8.48714	-13.2356	Freetown	SL	Africa/Freetown	8630330696303482477
53.78333	-1.06667	Selby	GB	Europe/London	863033069630348669
52.41667	0.75	Thetford	GB	Europe/London	359043379931766742
32.65246	51.67462	Isfahan	IR	Asia/Tehran	8630330696303481784
41.85059	-87.882	Westchester	US	America/Chicago	863033069630348784
45.79377	8.88104	Malnate	IT	Europe/Rome	863033069630348149
60.2052	24.6522	Espoo	FI	Europe/Helsinki	8630330696303481644
31.92923	34.86563	Ramla	IL	Asia/Jerusalem	8630330696303482097
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	863033069630348453
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	863033069630348404
44.59445	11.04979	Castelfranco Emilia	IT	Europe/Rome	863033069630348867
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	863033069630348768
21.01858	-101.2591	Guanajuato	MX	America/Mexico_City	8630330696303481099
36.20829	-115.98391	Pahrump	US	America/Los_Angeles	3590433799317661875
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	863033069630348529
43.41949	77.0202	Otegen Batyra	KZ	Asia/Almaty	8630330696303481990
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	863033069630348297
51.08468	7.11393	Burscheid	DE	Europe/Berlin	3590433799317662428
-7.73379	113.69785	Besuki	ID	Asia/Jakarta	3590433799317661594
37.65181	120.33063	Longgang	CN	Asia/Shanghai	3590433799317662105
40.5576	-74.28459	Woodbridge	US	America/New_York	8630330696303482121
45.79377	8.88104	Malnate	IT	Europe/Rome	8630330696303481610
35.89972	14.51472	Valletta	MT	Europe/Malta	3590433799317661891
36.64852	51.49621	Nowshahr	IR	Asia/Tehran	8630330696303482238
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	8630330696303481495
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	3590433799317661040
53.43333	-7.95	Athlone	IE	Europe/Dublin	3590433799317661446
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	3590433799317662303
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	863033069630348867
37.52487	-77.55777	Bon Air	US	America/New_York	3590433799317662410
46.32374	-120.00865	Sunnyside	US	America/Los_Angeles	863033069630348719
6.33444	124.95278	Tupi	PH	Asia/Manila	359043379931766239
43.32393	5.4584	Les Olives	FR	Europe/Paris	8630330696303481792
38.70734	-77.02303	Fort Washington	US	America/New_York	8630330696303482113
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	8630330696303482071
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	3590433799317662022
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	8630330696303481933
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	3590433799317661073
-33.38056	-56.52361	Durazno	UY	America/Montevideo	8630330696303481214
-10.90889	-37.03861	Barra dos Coqueiros	BR	America/Maceio	863033069630348859
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	863033069630348933
51.88333	8.51667	Verl	DE	Europe/Berlin	359043379931766700
34.81667	137.4	Toyokawa	JP	Asia/Tokyo	3590433799317661909
25.6439	77.9129	Narwar	IN	Asia/Kolkata	8630330696303481230
34.15429	3.50309	Messaad	DZ	Africa/Algiers	3590433799317662139
54.52156	9.5586	Schleswig	DE	Europe/Berlin	8630330696303481545
11.84962	-86.19903	Jinotepe	NI	America/Managua	3590433799317661909
37.65181	120.33063	Longgang	CN	Asia/Shanghai	3590433799317661156
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	8630330696303482386
44.59445	11.04979	Castelfranco Emilia	IT	Europe/Rome	863033069630348149
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	3590433799317661099
48.8765	2.18967	Rueil-Malmaison	FR	Europe/Paris	3590433799317661222
21.59983	71.21169	Amreli	IN	Asia/Kolkata	8630330696303482196
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	8630330696303481149
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	3590433799317661180
34.85	117.33333	Taozhuang	CN	Asia/Shanghai	359043379931766353
40.55851	17.80774	Mesagne	IT	Europe/Rome	359043379931766510
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	863033069630348685
21.53889	71.57737	Gariadhar	IN	Asia/Kolkata	359043379931766064
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	3590433799317662154
-3.5403	118.9707	Majene	ID	Asia/Makassar	8630330696303482089
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	8630330696303481875
8.79577	-75.69947	San Carlos	CO	America/Bogota	863033069630348230
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	8630330696303481180
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	3590433799317661339
48.35149	8.96317	Hechingen	DE	Europe/Berlin	863033069630348297
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	3590433799317661826
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	3590433799317661222
4.94273	15.87735	Carnot	CF	Africa/Bangui	8630330696303481081
4.2475	9.00472	Idenao	CM	Africa/Douala	8630330696303481792
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	8630330696303481289
28.88162	120.03308	Guli	CN	Asia/Shanghai	863033069630348453
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	359043379931766700
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	8630330696303481792
9.57046	76.32756	Kalavoor	IN	Asia/Kolkata	863033069630348560
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	359043379931766155
-21.205	-41.88778	Itaperuna	BR	America/Sao_Paulo	8630330696303481792
53.37596	51.3452	Otradnyy	RU	Europe/Samara	8630330696303482097
38.96372	-76.99081	Chillum	US	America/New_York	3590433799317661446
55.67938	12.53463	Frederiksberg	DK	Europe/Copenhagen	359043379931766247
0.46005	34.11169	Busia	KE	Africa/Nairobi	8630330696303481016
18.87813	72.93924	Uran	IN	Asia/Kolkata	3590433799317661248
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	863033069630348040
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	8630330696303482139
51.39323	0.47713	Strood	GB	Europe/London	3590433799317662279
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	863033069630348248
51.21187	4.25633	Beveren	BE	Europe/Brussels	8630330696303481552
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	8630330696303482337
41.66394	-83.55521	Toledo	US	America/New_York	359043379931766932
33.03699	-117.29198	Encinitas	US	America/Los_Angeles	3590433799317661255
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	8630330696303482303
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	3590433799317661024
50.82709	6.9747	Wesseling	DE	Europe/Berlin	8630330696303481784
47.76232	-122.2054	Bothell	US	America/Los_Angeles	359043379931766759
38.06084	-97.92977	Hutchinson	US	America/Chicago	3590433799317661032
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	8630330696303481289
3.31332	117.59152	Tarakan	ID	Asia/Makassar	3590433799317661099
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	359043379931766338
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	359043379931766809
23.18	88.58	Aistala	IN	Asia/Kolkata	863033069630348057
21.59983	71.21169	Amreli	IN	Asia/Kolkata	359043379931766833
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	359043379931766429
43.61062	-72.97261	Rutland	US	America/New_York	359043379931766965
50.8	3.16667	Wevelgem	BE	Europe/Brussels	359043379931766627
40.57788	-73.95958	Brighton Beach	US	America/New_York	8630330696303481883
50.75767	-1.5443	Lymington	GB	Europe/London	863033069630348446
45.44694	8.62118	Novara	IT	Europe/Rome	863033069630348800
34.15429	3.50309	Messaad	DZ	Africa/Algiers	3590433799317661156
8.88988	-79.62603	Veracruz	PA	America/Panama	359043379931766718
19.32932	-98.1664	Contla	MX	America/Mexico_City	3590433799317661438
16.06213	76.0586	Hungund	IN	Asia/Kolkata	863033069630348099
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	8630330696303482147
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	3590433799317662311
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	8630330696303481453
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	359043379931766072
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	863033069630348636
32.44874	-99.73314	Abilene	US	America/Chicago	3590433799317662477
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	8630330696303482204
-11.78333	19.91667	Luena	AO	Africa/Luanda	359043379931766213
41.29444	69.67639	Parkent	UZ	Asia/Tashkent	8630330696303482170
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	3590433799317661347
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	863033069630348065
55.8736	85.4265	Yashkino	RU	Asia/Novokuznetsk	8630330696303482196
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	359043379931766650
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	8630330696303482303
50.511002	14.150558	Terezín	CZ	Europe/Prague	3590433799317661081
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	863033069630348453
35.89972	14.51472	Valletta	MT	Europe/Malta	3590433799317662113
37.49073	-2.77259	Baza	ES	Europe/Madrid	3590433799317661149
39.09112	-94.41551	Independence	US	America/Chicago	3590433799317661057
10.61285	12.19458	Biu	NG	Africa/Lagos	359043379931766908
32.52515	-93.75018	Shreveport	US	America/Chicago	863033069630348784
48.25	16.4	Floridsdorf	AT	Europe/Vienna	3590433799317661511
14.14989	121.3152	Calauan	PH	Asia/Manila	863033069630348768
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	3590433799317661800
50.88506	4.07601	Denderleeuw	BE	Europe/Brussels	8630330696303481909
49.88307	-119.48568	Kelowna	CA	America/Vancouver	3590433799317662022
41.6764	-91.58045	Coralville	US	America/Chicago	3590433799317661743
32.57756	71.52847	Mianwali	PK	Asia/Karachi	3590433799317662105
40.58654	-122.39168	Redding	US	America/Los_Angeles	8630330696303481941
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	3590433799317662154
40.2737	-76.88442	Harrisburg	US	America/New_York	863033069630348008
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	8630330696303482139
6.84019	79.87116	Dehiwala-Mount Lavinia	LK	Asia/Colombo	863033069630348933
68.79833	16.54165	Harstad	NO	Europe/Oslo	8630330696303481339
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	863033069630348628
11.8659	34.3869	Ar Ruseris	SD	Africa/Khartoum	8630330696303481321
50.82709	6.9747	Wesseling	DE	Europe/Berlin	8630330696303481008
37.49073	-2.77259	Baza	ES	Europe/Madrid	3590433799317661750
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	3590433799317662303
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	3590433799317661099
23.73333	114.68333	Heyuan	CN	Asia/Shanghai	3590433799317662329
33.35283	-111.78903	Gilbert	US	America/Phoenix	3590433799317662444
43.41949	77.0202	Otegen Batyra	KZ	Asia/Almaty	8630330696303481941
44.99012	-123.02621	Keizer	US	America/Los_Angeles	359043379931766338
44.99012	-123.02621	Keizer	US	America/Los_Angeles	8630330696303482378
-21.205	-41.88778	Itaperuna	BR	America/Sao_Paulo	8630330696303481602
33.54428	-84.23381	Stockbridge	US	America/New_York	359043379931766486
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	8630330696303481990
40.72371	-73.95097	Greenpoint	US	America/New_York	3590433799317661529
41.54566	-71.29144	Middletown	US	America/New_York	863033069630348651
28.54944	-81.77285	Clermont	US	America/New_York	359043379931766122
51.03427	5.37429	Houthalen	BE	Europe/Brussels	8630330696303481255
32.44874	-99.73314	Abilene	US	America/Chicago	3590433799317661461
58.1908	40.17171	Danilov	RU	Europe/Moscow	359043379931766916
53.19146	-2.52398	Winsford	GB	Europe/London	8630330696303481479
39.00622	-77.4286	Sterling	US	America/New_York	863033069630348800
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	3590433799317661974
25.6439	77.9129	Narwar	IN	Asia/Kolkata	3590433799317662303
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	3590433799317662212
48.77275	5.16108	Bar-le-Duc	FR	Europe/Paris	359043379931766775
8.48714	-13.2356	Freetown	SL	Africa/Freetown	863033069630348297
46.32374	-120.00865	Sunnyside	US	America/Los_Angeles	359043379931766742
-3.5403	118.9707	Majene	ID	Asia/Makassar	8630330696303481586
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	863033069630348255
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	3590433799317661503
27.92333	118.53333	Pucheng	CN	Asia/Shanghai	3590433799317661107
57.14369	-2.09814	Aberdeen	GB	Europe/London	359043379931766841
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	8630330696303482030
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	359043379931766486
53.0233	-1.48119	Belper	GB	Europe/London	863033069630348941
6.33444	124.95278	Tupi	PH	Asia/Manila	3590433799317662386
31.92923	34.86563	Ramla	IL	Asia/Jerusalem	8630330696303482402
42.24113	-88.3162	Crystal Lake	US	America/Chicago	3590433799317661784
14.46693	75.92694	Davangere	IN	Asia/Kolkata	3590433799317662089
45.4473	-73.75335	Dorval	CA	America/Toronto	359043379931766791
34.9	137.5	Shinshiro	JP	Asia/Tokyo	359043379931766882
26.76628	83.36889	Gorakhpur	IN	Asia/Kolkata	8630330696303481834
7.62789	4.74161	Ilesa	NG	Africa/Lagos	3590433799317662188
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	3590433799317661750
-4.26613	15.28318	Brazzaville	CG	Africa/Brazzaville	863033069630348065
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	863033069630348552
23.15678	-81.24441	Varadero	CU	America/Havana	8630330696303481685
48.35149	8.96317	Hechingen	DE	Europe/Berlin	8630330696303481024
39.32288	-76.72803	Woodlawn	US	America/New_York	8630330696303482402
-8.99167	125.21972	Maliana	TL	Asia/Dili	8630330696303481065
-20.88231	55.4504	Saint-Denis	RE	Indian/Reunion	359043379931766338
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	863033069630348917
30.21121	74.4818	Malaut	IN	Asia/Kolkata	359043379931766544
-11.94306	-76.70944	Chosica	PE	America/Lima	3590433799317661602
53.00974	-3.05814	Rhosllanerchrugog	GB	Europe/London	863033069630348610
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	3590433799317662394
58.7002	59.4839	Kachkanar	RU	Asia/Yekaterinburg	359043379931766957
23.07492	88.28637	Pandua	IN	Asia/Kolkata	3590433799317661438
40.60538	-73.75513	Far Rockaway	US	America/New_York	8630330696303482105
44.31771	9.32241	Chiavari	IT	Europe/Rome	3590433799317661370
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	3590433799317661669
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	359043379931766726
54.58048	16.86194	Ustka	PL	Europe/Warsaw	8630330696303482311
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	863033069630348552
34.86472	117.55417	Zaozhuang	CN	Asia/Shanghai	3590433799317662360
55.63711	37.38115	Solntsevo	RU	Europe/Moscow	359043379931766205
16.0438	120.4861	Manaoag	PH	Asia/Manila	3590433799317662063
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	3590433799317661404
-21.98333	16.91667	Okahandja	NA	Africa/Windhoek	3590433799317661354
53.19146	-2.52398	Winsford	GB	Europe/London	359043379931766007
12.74409	-8.07257	Kati	ML	Africa/Bamako	3590433799317662170
31.76212	-95.63079	Palestine	US	America/Chicago	359043379931766031
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	3590433799317662147
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	3590433799317661180
7.57944	-8.53778	New Yekepa	LR	Africa/Monrovia	8630330696303481933
52.4089	31.3237	Dobrush	BY	Europe/Minsk	3590433799317661842
52.61131	13.31783	Hermsdorf	DE	Europe/Berlin	359043379931766619
53.0233	-1.48119	Belper	GB	Europe/London	8630330696303482113
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	3590433799317661313
25.95533	68.88871	Jhol	PK	Asia/Karachi	359043379931766106
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	3590433799317661552
45.69558	4.7934	Saint-Genis-Laval	FR	Europe/Paris	863033069630348362
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	359043379931766296
35.74788	-95.36969	Muskogee	US	America/Chicago	8630330696303482402
43.62558	13.39954	Falconara Marittima	IT	Europe/Rome	8630330696303481685
21.28306	-89.66123	Progreso	MX	America/Merida	359043379931766239
42.28639	18.84	Budva	ME	Europe/Podgorica	3590433799317661040
37.49223	15.07041	Catania	IT	Europe/Rome	359043379931766346
37.05944	37.3825	Gaziantep	TR	Europe/Istanbul	8630330696303481651
43.86682	-79.2663	Markham	CA	America/Toronto	3590433799317661925
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	3590433799317661255
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	8630330696303481834
38.07789	13.44275	Villabate	IT	Europe/Rome	359043379931766197
36.06523	-119.01677	Porterville	US	America/Los_Angeles	3590433799317662337
13.73417	-89.71472	Sonzacate	SV	America/El_Salvador	3590433799317662188
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	8630330696303481552
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	3590433799317662451
12.25282	79.41727	Gingee	IN	Asia/Kolkata	3590433799317661990
54.39304	53.26023	Bavly	RU	Europe/Moscow	8630330696303481966
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	8630330696303481800
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	3590433799317661271
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	8630330696303482485
47.90771	106.88324	Ulan Bator	MN	Asia/Ulaanbaatar	863033069630348214
37.74615	-25.66689	Ponta Delgada	PT	Atlantic/Azores	863033069630348966
17.30858	97.01124	Kyaikto	MM	Asia/Yangon	3590433799317662022
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	3590433799317661529
7.62789	4.74161	Ilesa	NG	Africa/Lagos	359043379931766874
41.8542	-87.66561	Lower West Side	US	America/Chicago	8630330696303481677
23.49668	86.68363	Adra	IN	Asia/Kolkata	863033069630348123
45.47885	133.42825	Lesozavodsk	RU	Asia/Vladivostok	8630330696303481743
50.11861	-5.53715	Penzance	GB	Europe/London	863033069630348537
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	8630330696303481628
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	863033069630348206
29.22254	79.5286	Haldwani	IN	Asia/Kolkata	8630330696303481594
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	8630330696303481990
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	863033069630348958
51.40148	-1.32471	Newbury	GB	Europe/London	3590433799317662220
-11.78333	19.91667	Luena	AO	Africa/Luanda	3590433799317662188
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	8630330696303481545
39.59611	27.02444	Edremit	TR	Europe/Istanbul	8630330696303482089
-12.91667	-39.25	Muritiba	BR	America/Bahia	863033069630348123
29.53885	-95.44744	Fresno	US	America/Chicago	863033069630348016
16.06213	76.0586	Hungund	IN	Asia/Kolkata	359043379931766858
44.92934	37.99117	Krymsk	RU	Europe/Moscow	359043379931766338
49.97704	9.15214	Aschaffenburg	DE	Europe/Berlin	359043379931766833
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	359043379931766098
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	359043379931766775
36.61033	-88.31476	Murray	US	America/Chicago	8630330696303481495
-37.9	145.18333	Wheelers Hill	AU	Australia/Melbourne	8630330696303482261
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	863033069630348370
50.11861	-5.53715	Penzance	GB	Europe/London	3590433799317661313
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	3590433799317662147
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	359043379931766296
42.22718	14.39024	Lanciano	IT	Europe/Rome	359043379931766569
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	3590433799317662139
50.56149	4.69889	Gembloux	BE	Europe/Brussels	359043379931766072
36.06386	4.62744	El Achir	DZ	Africa/Algiers	3590433799317661719
43.31667	-2.68333	Gernika-Lumo	ES	Europe/Madrid	359043379931766205
34.09668	-117.71978	Claremont	US	America/Los_Angeles	8630330696303482162
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	3590433799317661230
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	3590433799317661560
40.65538	-74.38987	Scotch Plains	US	America/New_York	8630330696303481669
34.14251	-118.25508	Glendale	US	America/Los_Angeles	8630330696303481057
-4.26613	15.28318	Brazzaville	CG	Africa/Brazzaville	863033069630348800
55.25	24.75	Ukmerge	LT	Europe/Vilnius	863033069630348933
49.13645	8.91229	Eppingen	DE	Europe/Berlin	359043379931766486
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	8630330696303481305
41.57721	-93.71133	West Des Moines	US	America/Chicago	3590433799317661222
5.30383	-1.98956	Tarkwa	GH	Africa/Accra	3590433799317661651
37.13548	-3.67029	Las Gabias	ES	Europe/Madrid	359043379931766122
14.62578	121.12251	Antipolo	PH	Asia/Manila	359043379931766791
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	359043379931766619
30.35028	112.19028	Jingzhou	CN	Asia/Shanghai	8630330696303481404
35.89972	14.51472	Valletta	MT	Europe/Malta	3590433799317662386
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	863033069630348966
42.35843	-71.05977	Boston	US	America/New_York	8630330696303481545
23.15678	-81.24441	Varadero	CU	America/Havana	3590433799317661339
51.04962	12.1369	Zeitz	DE	Europe/Berlin	8630330696303482303
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	8630330696303481313
39.32011	-76.51552	Rosedale	US	America/New_York	863033069630348586
49.195061	16.606836	Brno	CZ	Europe/Prague	8630330696303482352
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	3590433799317661297
48.77644	2.29026	Sceaux	FR	Europe/Paris	3590433799317661172
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	863033069630348198
